"region","colour.name","year","stars","notes.sg","entered.by.sg","notes.he","entered.by.he"
"bordeaux","red",1895,4,"","sg","","HNE"
"bordeaux","red",1896,4,"","sg","","HNE"
"bordeaux","red",1898,3,"(v)","sg","(v)","HNE"
"bordeaux","red",1899,5,"","sg","","HNE"
"bordeaux","red",1900,5,"","sg","","HNE"
"bordeaux","red",1904,4,"","sg","","HNE"
"bordeaux","red",1905,3,"","sg","","HNE"
"bordeaux","red",1906,3,"","sg","","HNE"
"bordeaux","red",1911,4,"","sg","","HNE"
"bordeaux","red",1914,3,"","sg","","HNE"
"bordeaux","red",1918,3,"","sg","","HNE"
"bordeaux","red",1919,3,"","sg","","HNE"
"bordeaux","red",1920,5,"","sg","","HNE"
"bordeaux","red",1921,4,"","sg","","HNE"
"bordeaux","red",1924,3,"","sg","","HNE"
"bordeaux","red",1926,5,"","sg","","HNE"
"bordeaux","red",1928,5,"","sg","","HNE"
"bordeaux","red",1929,5,"","sg","","HNE"
"bordeaux","red",1933,3,"","sg","","HNE"
"bordeaux","red",1934,4,"","sg","","HNE"
"bordeaux","red",1943,3,"","sg","","HNE"
"bordeaux","red",1945,5,"","sg","","HNE"
"bordeaux","red",1946,3,"","sg","","HNE"
"bordeaux","red",1947,5,"","sg","","HNE"
"bordeaux","red",1948,3,"","sg","","HNE"
"bordeaux","red",1949,5,"","sg","","HNE"
"bordeaux","red",1952,4,"(v)","sg","(v)","HNE"
"bordeaux","red",1953,5,"","sg","","HNE"
"bordeaux","red",1955,4,"","sg","(v)","HNE"
"bordeaux","red",1959,5,"","sg","","HNE"
"bordeaux","red",1961,5,"","sg","","HNE"
"bordeaux","red",1962,4,"","sg","","HNE"
"bordeaux","red",1964,4,"","sg","","HNE"
"bordeaux","red",1966,4,"","sg","","HNE"
"bordeaux","red",1970,4,"","sg","","HNE"
"bordeaux","red",1971,4,"","sg","","HNE"
"bordeaux","red",1975,4,"","sg","","HNE"
"bordeaux","red",1976,3,"(v)","sg","(v)","HNE"
"bordeaux","red",1978,3,"","sg","","HNE"
"bordeaux","red",1981,3,"","sg","","HNE"
"bordeaux","red",1982,5,"","sg","","HNE"
"bordeaux","red",1983,3,"","sg","","HNE"
"bordeaux","red",1985,5,"","sg","","HNE"
"bordeaux","red",1986,4,"","sg","","HNE"
"bordeaux","red",1988,4,"","sg","","HNE"
"bordeaux","red",1989,5,"","sg","","HNE"
"bordeaux","red",1990,5,"","sg","","HNE"
"bordeaux","red",1993,3,"(v)","sg","(v)","HNE"
"bordeaux","red",1994,3,"","sg","","HNE"
"bordeaux","red",1995,4,"","sg","","HNE"
"bordeaux","red",1996,4,"(v)","sg","(v)","HNE"
"bordeaux","red",1997,3,"","sg","","HNE"
"bordeaux","red",1998,3,"(v)","sg","(v)","HNE"
"bordeaux","red",1999,4,"(v)","sg","(v)","HNE"
"bordeaux","red",2000,4,"(v)","JS","(v)","JS"
"bordeaux","white",1784,5,"","sg","","HNE"
"bordeaux","white",1787,4,"","sg","","HNE"
"bordeaux","white",1802,5,"","sg","","HNE"
"bordeaux","white",1811,5,"","sg","","HNE"
"bordeaux","white",1814,4,"","sg","","HNE"
"bordeaux","white",1818,3,"","sg","","HNE"
"bordeaux","white",1822,3,"","sg","","HNE"
"bordeaux","white",1825,4,"","sg","","HNE"
"bordeaux","white",1828,4,"","sg","","HNE"
"bordeaux","white",1831,5,"","sg","","HNE"
"bordeaux","white",1834,5,"","sg","","HNE"
"bordeaux","white",1841,4,"","sg","","HNE"
"bordeaux","white",1847,5,"","sg","","HNE"
"bordeaux","white",1848,4,"","sg","","HNE"
"bordeaux","white",1851,3,"","sg","","HNE"
"bordeaux","white",1858,4,"","sg","","HNE"
"bordeaux","white",1859,3,"","sg","","HNE"
"bordeaux","white",1861,3,"","sg","","HNE"
"bordeaux","white",1864,5,"","sg","","HNE"
"bordeaux","white",1865,5,"","sg","","HNE"
"bordeaux","white",1869,5,"","sg","","HNE"
"bordeaux","white",1870,3,"","sg","","HNE"
"bordeaux","white",1871,4,"","sg","","HNE"
"bordeaux","white",1874,4,"","sg","","HNE"
"bordeaux","white",1875,5,"","sg","","HNE"
"bordeaux","white",1893,5,"","sg","","HNE"
"bordeaux","white",1896,4,"","sg","","HNE"
"bordeaux","white",1899,4,"","sg","","HNE"
"bordeaux","white",1900,4,"","sg","","HNE"
"bordeaux","white",1904,4,"","sg","","HNE"
"bordeaux","white",1906,5,"","sg","","HNE"
"bordeaux","white",1909,4,"","sg","","HNE"
"bordeaux","white",1914,3,"","sg","","HNE"
"bordeaux","white",1918,3,"","sg","","HNE"
"bordeaux","white",1920,3,"","sg","","HNE"
"bordeaux","white",1921,5,"","sg","","HNE"
"bordeaux","white",1923,3,"","sg","","HNE"
"bordeaux","white",1924,3,"","sg","","HNE"
"bordeaux","white",1926,4,"","sg","","HNE"
"bordeaux","white",1928,4,"","sg","","HNE"
"bordeaux","white",1929,5,"","sg","","HNE"
"bordeaux","white",1934,4,"","sg","","HNE"
"bordeaux","white",1935,3,"","sg","","HNE"
"bordeaux","white",1937,5,"","sg","","HNE"
"bordeaux","white",1939,3,"","sg","","HNE"
"bordeaux","white",1942,4,"","sg","","HNE"
"bordeaux","white",1943,4,"","sg","","HNE"
"bordeaux","white",1944,3,"","sg","","HNE"
"bordeaux","white",1945,5,"","sg","","HNE"
"bordeaux","white",1947,5,"","sg","","HNE"
"bordeaux","white",1949,5,"","sg","","HNE"
"bordeaux","white",1952,3,"","sg","","HNE"
"bordeaux","white",1953,4,"","sg","","HNE"
"bordeaux","white",1955,5,"","sg","","HNE"
"bordeaux","white",1959,5,"","sg","","HNE"
"bordeaux","white",1961,3,"","sg","","HNE"
"bordeaux","white",1962,4,"","sg","","HNE"
"bordeaux","white",1966,3,"","sg","","HNE"
"bordeaux","white",1967,5,"","sg","","HNE"
"bordeaux","white",1970,3,"","sg","","HNE"
"bordeaux","white",1971,5,"","sg","","HNE"
"bordeaux","white",1975,5,"","sg","","HNE"
"bordeaux","white",1976,4,"","sg","","HNE"
"bordeaux","white",1979,3,"","sg","","HNE"
"bordeaux","white",1982,3,"","sg","","HNE"
"bordeaux","white",1983,5,"","sg","","HNE"
"bordeaux","white",1985,4,"(v)","sg","(v)","HNE"
"bordeaux","white",1986,4,"","sg","","HNE"
"bordeaux","white",1988,4,"","sg","","HNE"
"bordeaux","white",1989,5,"","sg","","HNE"
"bordeaux","white",1990,5,"","sg","","HNE"
"bordeaux","white",1995,4,"","sg","","HNE"
"bordeaux","white",1996,5,"","sg","","HNE"
"bordeaux","white",1997,4,"","sg","","HNE"
"bordeaux","white",1998,4,"","sg","","HNE"
"bordeaux","white",1999,4,"","sg","","HNE"
"bordeaux","white",2000,3,"(v)","JS","(v)","HNE"
"bordeaux","white",2001,5,"","JS","","HNE"
"burgundy","red",1802,4,"","sg","","HNE"
"burgundy","red",1806,4,"","sg","","HNE"
"burgundy","red",1811,5,"(Comet)","sg","","HNE"
"burgundy","red",1815,4,"","sg","","HNE"
"burgundy","red",1819,4,"","sg","","HNE"
"burgundy","red",1822,4,"","sg","","HNE"
"burgundy","red",1825,4,"","sg","","HNE"
"burgundy","red",1833,4,NA,NA,"","HNE"
"burgundy","red",1834,4,"","sg","","HNE"
"burgundy","red",1846,5,"","sg","","HNE"
"burgundy","red",1848,4,"","sg","","HNE"
"burgundy","red",1858,3,"","sg","","HNE"
"burgundy","red",1859,4,"","sg","","HNE"
"burgundy","red",1864,4,"","sg","","HNE"
"burgundy","red",1865,5,"","sg","","HNE"
"burgundy","red",1869,4,"","sg","","HNE"
"burgundy","red",1870,4,"","sg","","HNE"
"burgundy","red",1875,5,"","sg",NA,NA
"burgundy","red",1876,5,NA,NA,"","HNE"
"burgundy","red",1877,3,"","sg","","HNE"
"burgundy","red",1878,4,"","sg","","HNE"
"burgundy","red",1885,3,"","sg","","HNE"
"burgundy","red",1886,3,"","sg","","HNE"
"burgundy","red",1887,4,"","sg","","HNE"
"burgundy","red",1893,3,"","sg","","HNE"
"burgundy","red",1894,3,"","sg","","HNE"
"burgundy","red",1898,3,"","sg","","HNE"
"burgundy","red",1904,4,NA,NA,"","HNE"
"burgundy","red",1906,5,NA,NA,"","HNE"
"burgundy","red",1911,5,NA,NA,"","HNE"
"burgundy","red",1914,3,NA,NA,"","HNE"
"burgundy","red",1915,5,NA,NA,"","HNE"
"burgundy","red",1916,3,NA,NA,"","HNE"
"burgundy","red",1918,3,NA,NA,"","HNE"
"burgundy","red",1919,5,NA,NA,"","HNE"
"burgundy","red",1920,4,NA,NA,"","HNE"
"burgundy","red",1921,3,NA,NA,"","HNE"
"burgundy","red",1923,4,NA,NA,"","HNE"
"burgundy","red",1924,3,NA,NA,"","HNE"
"burgundy","red",1926,4,NA,NA,"","HNE"
"burgundy","red",1928,4,NA,NA,"","HNE"
"burgundy","red",1929,5,NA,NA,"","HNE"
"burgundy","red",1933,4,"","sg",NA,NA
"burgundy","red",1934,4,"","sg","","HNE"
"burgundy","red",1935,3,"","sg","","HNE"
"burgundy","red",1937,5,"","sg","","HNE"
"burgundy","red",1942,3,"","sg","","HNE"
"burgundy","red",1943,4,"","sg","","HNE"
"burgundy","red",1945,5,"","sg","","HNE"
"burgundy","red",1947,4,"","sg","","HNE"
"burgundy","red",1949,5,"","sg","","HNE"
"burgundy","red",1952,4,"","sg","","HNE"
"burgundy","red",1953,4,"","sg","","HNE"
"burgundy","red",1955,3,"","sg","","HNE"
"burgundy","red",1957,3,"","sg","","HNE"
"burgundy","red",1959,5,"","sg","","HNE"
"burgundy","red",1961,4,"(v)","sg","(v)","HNE"
"burgundy","red",1962,5,"","sg","","HNE"
"burgundy","red",1964,4,"","sg","","HNE"
"burgundy","red",1966,4,"","sg","","HNE"
"burgundy","red",1969,5,"","sg","","HNE"
"burgundy","red",1971,4,"","sg","","HNE"
"burgundy","red",1972,3,"","sg","","HNE"
"burgundy","red",1976,3,"","sg","","HNE"
"burgundy","red",1978,5,"","sg","","HNE"
"burgundy","red",1979,3,"","sg","","HNE"
"burgundy","red",1980,3,"(v)","sg","(v)","HNE"
"burgundy","red",1983,3,"(v)","sg","(v)","HNE"
"burgundy","red",1985,5,"","sg","","HNE"
"burgundy","red",1986,4,"","sg","","HNE"
"burgundy","red",1987,3,"","sg","","HNE"
"burgundy","red",1988,5,"","sg","","HNE"
"burgundy","red",1989,4,"","sg","","HNE"
"burgundy","red",1990,5,"","sg","","HNE"
"burgundy","red",1992,3,"","sg","","HNE"
"burgundy","red",1993,4,"","sg","","HNE"
"burgundy","red",1994,3,"(v)","sg","(v)","HNE"
"burgundy","red",1995,4,"","sg","","HNE"
"burgundy","red",1996,4,"","sg","","HNE"
"burgundy","red",1997,4,"","sg","","HNE"
"burgundy","red",1998,4,"","sg","","HNE"
"burgundy","red",1999,5,"","sg","","HNE"
"burgundy","red",2000,3,NA,NA,"","HNE"
"burgundy","white",1864,5,"","sg","","HNE"
"burgundy","white",1865,5,"","sg","","HNE"
"burgundy","white",1899,4,"","sg","","HNE"
"burgundy","white",1906,5,"","sg","","HNE"
"burgundy","white",1919,4,"","sg","","HNE"
"burgundy","white",1923,4,"","sg","","HNE"
"burgundy","white",1928,5,"","sg","","HNE"
"burgundy","white",1929,4,"","sg","","HNE"
"burgundy","white",1934,4,"","sg","","HNE"
"burgundy","white",1937,4,"","sg","","HNE"
"burgundy","white",1941,3,"","sg","","HNE"
"burgundy","white",1945,4,"","sg","","HNE"
"burgundy","white",1947,5,"","sg","","HNE"
"burgundy","white",1949,4,"","sg","","HNE"
"burgundy","white",1950,3,"","sg","","HNE"
"burgundy","white",1952,4,"","sg","","HNE"
"burgundy","white",1953,4,"","sg","","HNE"
"burgundy","white",1955,4,"","sg","","HNE"
"burgundy","white",1957,3,"","sg","","HNE"
"burgundy","white",1959,3,"","sg","","HNE"
"burgundy","white",1961,4,"","sg","","HNE"
"burgundy","white",1962,5,"","sg","","HNE"
"burgundy","white",1964,3,"","sg","","HNE"
"burgundy","white",1966,5,"","sg","","HNE"
"burgundy","white",1967,4,"","sg","","HNE"
"burgundy","white",1969,4,"","sg","","HNE"
"burgundy","white",1970,3,"","sg","","HNE"
"burgundy","white",1971,4,"","sg","","HNE"
"burgundy","white",1973,4,"","sg","","HNE"
"burgundy","white",1976,4,"","sg","","HNE"
"burgundy","white",1978,4,"","sg","","HNE"
"burgundy","white",1979,4,"","sg","","HNE"
"burgundy","white",1982,4,"(v)","sg","(v)","HNE"
"burgundy","white",1983,4,"","sg","","HNE"
"burgundy","white",1985,4,"(v)","sg","(v)","HNE"
"burgundy","white",1986,5,"(v)","sg","(v)","HNE"
"burgundy","white",1988,3,"","sg","","HNE"
"burgundy","white",1989,5,"(v)","sg","(v)","HNE"
"burgundy","white",1990,4,"(v)","sg","(v)","HNE"
"burgundy","white",1991,3,"(v)","sg","(v)","HNE"
"burgundy","white",1992,3,"","sg","","HNE"
"burgundy","white",1993,3,"(v)","sg","(v)","HNE"
"burgundy","white",1994,3,"(v)","sg","(v)","HNE"
"burgundy","white",1995,4,"","sg","","HNE"
"burgundy","white",1996,5,"","sg","","HNE"
"burgundy","white",1997,5,"","sg","","HNE"
"burgundy","white",1998,4,"","sg","","HNE"
"burgundy","white",1999,4,"","sg","","HNE"
"burgundy","white",2000,3,NA,NA,"","HNE"
"california","varies",1941,5,"","sg","","HNE"
"california","varies",1942,4,"","sg","","HNE"
"california","varies",1944,3,"","sg","","HNE"
"california","varies",1946,5,"","sg","","HNE"
"california","varies",1947,4,"","sg","","HNE"
"california","varies",1949,3,"","sg","","HNE"
"california","varies",1951,5,"","sg","","HNE"
"california","varies",1955,3,"","sg","","HNE"
"california","varies",1956,4,"","sg","","HNE"
"california","varies",1958,5,"","sg","","HNE"
"california","varies",1959,4,"","sg","","HNE"
"california","varies",1960,3,"","sg","","HNE"
"california","varies",1961,3,"","sg","","HNE"
"california","varies",1963,4,"","sg","","HNE"
"california","varies",1964,4,"","sg","","HNE"
"california","varies",1965,5,"","sg","","HNE"
"california","varies",1966,4,"","sg","","HNE"
"california","varies",1967,3,"","sg","","HNE"
"california","varies",1968,5,"","sg","","HNE"
"california","varies",1969,5,"(v)","sg","(v)","HNE"
"california","varies",1970,4,"","sg","","HNE"
"california","varies",1971,3,"","sg","","HNE"
"california","varies",1972,3,"(v)","sg","(v)","HNE"
"california","varies",1973,4,"","sg","","HNE"
"california","varies",1974,5,"","sg","","HNE"
"california","varies",1975,3,"","sg","","HNE"
"california","varies",1976,3,"","sg","","HNE"
"california","varies",1978,4,"","sg","","HNE"
"california","varies",1979,3,"","sg","","HNE"
"california","varies",1980,4,"","sg","","HNE"
"california","varies",1981,3,"","sg","(v)","HNE"
"california","varies",1982,4,"","sg","","HNE"
"california","varies",1984,3,"","sg","","HNE"
"california","varies",1985,5,"","sg","","HNE"
"california","varies",1988,3,"","sg","","HNE"
"california","varies",1989,4,"(v)","sg","(v)","HNE"
"california","varies",1990,4,"","sg","","HNE"
"california","varies",1991,5,"","sg","","HNE"
"california","varies",1992,4,"","sg","","HNE"
"california","varies",1993,4,"(v)","sg","(v)","HNE"
"california","varies",1994,5,"(v)","sg","(v)","HNE"
"california","varies",1995,4,"(v)","sg","(v)","HNE"
"california","varies",1996,3,"","sg","","HNE"
"california","varies",1997,5,"","sg","","HNE"
"california","varies",1998,3,"(v)","sg","(v)","HNE"
"california","varies",1999,5,"","sg","","HNE"
"california","varies",2000,4,NA,NA,"","HNE"
"california","varies",2001,5,NA,NA,"","HNE"
"champagne","champagne",1857,5,"","sg","","HNE"
"champagne","champagne",1870,4,"","sg","","HNE"
"champagne","champagne",1874,5,"","sg","","HNE"
"champagne","champagne",1892,5,"","sg","","HNE"
"champagne","champagne",1899,5,"","sg","","HNE"
"champagne","champagne",1904,5,"","sg","","HNE"
"champagne","champagne",1911,5,"","sg","","HNE"
"champagne","champagne",1914,4,"","sg","","HNE"
"champagne","champagne",1915,3,"","sg","","HNE"
"champagne","champagne",1919,3,"","sg","","HNE"
"champagne","champagne",1920,5,"","sg","","HNE"
"champagne","champagne",1921,5,"","sg","","HNE"
"champagne","champagne",1923,4,"","sg","","HNE"
"champagne","champagne",1926,3,"","sg","","HNE"
"champagne","champagne",1928,5,"","sg","","HNE"
"champagne","champagne",1929,4,"","sg","","HNE"
"champagne","champagne",1934,4,"","sg","","HNE"
"champagne","champagne",1937,5,"","sg","","HNE"
"champagne","champagne",1942,3,"","sg","","HNE"
"champagne","champagne",1943,4,"","sg","","HNE"
"champagne","champagne",1945,5,"","sg","","HNE"
"champagne","champagne",1947,4,"","sg","","HNE"
"champagne","champagne",1949,4,"","sg","","HNE"
"champagne","champagne",1952,5,"","sg","","HNE"
"champagne","champagne",1953,4,"","sg","","HNE"
"champagne","champagne",1955,4,"","sg","","HNE"
"champagne","champagne",1959,5,"","sg","","HNE"
"champagne","champagne",1961,4,"","sg","","HNE"
"champagne","champagne",1962,4,"","sg","","HNE"
"champagne","champagne",1964,5,"","sg","","HNE"
"champagne","champagne",1966,4,"","sg","","HNE"
"champagne","champagne",1969,3,"","sg","","HNE"
"champagne","champagne",1970,4,"","sg","","HNE"
"champagne","champagne",1971,5,"","sg","","HNE"
"champagne","champagne",1973,3,"","sg","","HNE"
"champagne","champagne",1975,3,"","sg","","HNE"
"champagne","champagne",1976,4,"","sg","","HNE"
"champagne","champagne",1979,4,"","sg","","HNE"
"champagne","champagne",1981,4,"","sg","","HNE"
"champagne","champagne",1982,5,"","sg","","HNE"
"champagne","champagne",1983,3,"","sg","","HNE"
"champagne","champagne",1985,5,"","sg","","HNE"
"champagne","champagne",1986,3,"(v)","sg","(v)","HNE"
"champagne","champagne",1988,5,"","sg","","HNE"
"champagne","champagne",1989,4,"","sg","","HNE"
"champagne","champagne",1990,5,"","sg","","HNE"
"champagne","champagne",1992,4,"(v)","sg","(v)","HNE"
"champagne","champagne",1993,3,"","sg","","HNE"
"champagne","champagne",1995,4,"","sg","","HNE"
"champagne","champagne",1996,5,"","sg","","HNE"
"champagne","champagne",1997,4,"","sg","","HNE"
"champagne","champagne",1998,4,"","sg","","HNE"
"champagne","champagne",1999,4,"","sg","","HNE"
"germany","white",1727,4,"","sg","","HNE"
"germany","white",1738,4,"","sg","","HNE"
"germany","white",1746,4,"","sg","","HNE"
"germany","white",1748,5,"","sg","","HNE"
"germany","white",1749,5,"","sg","","HNE"
"germany","white",1750,4,"","sg","","HNE"
"germany","white",1779,4,"","sg","","HNE"
"germany","white",1781,4,"","sg","","HNE"
"germany","white",1783,4,"","sg","","HNE"
"germany","white",1794,4,"","sg","","HNE"
"germany","white",1798,4,"","sg","","HNE"
"germany","white",1806,4,"","sg","","HNE"
"germany","white",1807,4,"","sg","","HNE"
"germany","white",1811,5,"","sg","","HNE"
"germany","white",1822,5,"","sg","","HNE"
"germany","white",1825,4,"","sg","","HNE"
"germany","white",1826,4,"","sg","","HNE"
"germany","white",1827,4,"","sg","","HNE"
"germany","white",1831,5,"","sg","","HNE"
"germany","white",1834,5,"","sg","","HNE"
"germany","white",1842,4,NA,NA,"Likely an error in the book. Listed as 1942","HNE"
"germany","white",1846,5,"","sg","","HNE"
"germany","white",1847,5,"","sg","","HNE"
"germany","white",1857,5,"","sg","","HNE"
"germany","white",1858,5,"","sg","","HNE"
"germany","white",1859,4,NA,NA,"Likely an error in the book. Should be 1959?","HNE"
"germany","white",1861,5,"","sg","","HNE"
"germany","white",1862,4,"","sg","","HNE"
"germany","white",1865,5,"","sg","","HNE"
"germany","white",1869,5,"","sg","","HNE"
"germany","white",1880,4,"","sg","","HNE"
"germany","white",1886,4,"","sg","","HNE"
"germany","white",1893,5,"","sg","","HNE"
"germany","white",1900,3,"","sg","","HNE"
"germany","white",1901,3,"","sg","","HNE"
"germany","white",1904,4,"","sg","","HNE"
"germany","white",1905,3,"","sg","","HNE"
"germany","white",1907,3,"","sg","","HNE"
"germany","white",1911,5,"","sg","","HNE"
"germany","white",1915,4,"","sg","","HNE"
"germany","white",1917,4,"","sg","","HNE"
"germany","white",1920,4,"","sg","","HNE"
"germany","white",1921,5,"","sg","","HNE"
"germany","white",1926,3,"","sg","","HNE"
"germany","white",1929,4,"","sg","","HNE"
"germany","white",1934,4,"","sg","","HNE"
"germany","white",1937,5,"","sg","","HNE"
"germany","white",1942,3,"(v)","sg","(v)","HNE"
"germany","white",1942,4,"","sg",NA,NA
"germany","white",1943,3,"","sg","","HNE"
"germany","white",1945,5,"","sg","","HNE"
"germany","white",1946,3,"","sg","","HNE"
"germany","white",1947,4,"","sg","","HNE"
"germany","white",1949,5,"","sg","","HNE"
"germany","white",1952,3,"","sg","","HNE"
"germany","white",1953,5,"","sg","","HNE"
"germany","white",1959,4,"","sg",NA,NA
"germany","white",1959,5,"","sg","","HNE"
"germany","white",1961,3,"(v)","sg","(v)","HNE"
"germany","white",1963,3,"(v)","sg","(v)","HNE"
"germany","white",1963,4,NA,NA,"","HNE"
"germany","white",1964,4,"","sg",NA,NA
"germany","white",1966,3,"","sg","","HNE"
"germany","white",1967,5,"(v)","sg","(v)","HNE"
"germany","white",1969,3,"","sg","","HNE"
"germany","white",1970,3,"","sg","","HNE"
"germany","white",1971,5,"","sg","","HNE"
"germany","white",1973,5,"(v)","sg","(v)","HNE"
"germany","white",1975,4,"","sg","","HNE"
"germany","white",1976,4,"","sg","","HNE"
"germany","white",1979,3,"","sg","","HNE"
"germany","white",1983,4,"","sg","","HNE"
"germany","white",1985,3,"","sg","","HNE"
"germany","white",1986,3,"(v)","sg","(v)","HNE"
"germany","white",1988,4,"","sg","","HNE"
"germany","white",1989,4,"(v)","sg","(v)","HNE"
"germany","white",1990,5,"","sg","","HNE"
"germany","white",1991,3,"(v)","sg","(v)","HNE"
"germany","white",1992,4,"(v)","sg","(v)","HNE"
"germany","white",1993,5,"(v)","sg","(v)","HNE"
"germany","white",1994,4,"(v)","sg","(v)","HNE"
"germany","white",1995,4,"(v)","sg","(v)","HNE"
"germany","white",1996,4,"(v)","sg","(v)","HNE"
"germany","white",1997,4,"","sg","","HNE"
"germany","white",1998,4,"","sg","","HNE"
"germany","white",1999,4,"","sg","","HNE"
"germany","white",2000,3,NA,NA,"(v)","HNE"
"germany","white",2001,4,NA,NA,"","HNE"
"loire","sweet",1928,5,"","sg","","HNE"
"loire","sweet",1933,3,"","sg","","HNE"
"loire","sweet",1934,4,"","sg","","HNE"
"loire","sweet",1937,5,"","sg","","HNE"
"loire","sweet",1945,4,"","sg","","HNE"
"loire","sweet",1947,5,"","sg","","HNE"
"loire","sweet",1949,5,"","sg","","HNE"
"loire","sweet",1953,3,"","sg","","HNE"
"loire","sweet",1955,3,"","sg","","HNE"
"loire","sweet",1959,5,"","sg","","HNE"
"loire","sweet",1962,4,"","sg","","HNE"
"loire","sweet",1964,5,"","sg","","HNE"
"loire","sweet",1966,3,"","sg","","HNE"
"loire","sweet",1969,3,"","sg","","HNE"
"loire","sweet",1971,4,"","sg","","HNE"
"loire","sweet",1975,3,"","sg","","HNE"
"loire","sweet",1976,4,"","sg","","HNE"
"loire","sweet",1978,3,"","sg","","HNE"
"loire","sweet",1982,3,"","sg","","HNE"
"loire","sweet",1985,4,"","sg","","HNE"
"loire","sweet",1986,4,"","sg","","HNE"
"loire","sweet",1988,4,"","sg","","HNE"
"loire","sweet",1989,5,"","sg","","HNE"
"loire","varies",1990,5,"","sg","","HNE"
"loire","varies",1993,3,"","sg","","HNE"
"loire","varies",1995,4,"","sg","","HNE"
"loire","varies",1996,4,"","sg","","HNE"
"loire","varies",1997,5,"","sg","","HNE"
"loire","varies",1998,3,"(v)","sg","(v)","HNE"
"loire","varies",1999,3,"","sg","","HNE"
"loire","varies",2000,3,NA,NA,"","HNE"
"madeira","varies",1789,4,"","sg","","HNE"
"madeira","varies",1792,4,"","sg","","HNE"
"madeira","varies",1793,5,"","sg","","HNE"
"madeira","varies",1795,5,"","sg","","HNE"
"madeira","varies",1798,5,"","sg","","HNE"
"madeira","varies",1802,5,"","sg","","HNE"
"madeira","varies",1808,5,"","sg","","HNE"
"madeira","varies",1811,3,"","sg","","HNE"
"madeira","varies",1815,3,"","sg","","HNE"
"madeira","varies",1821,4,"","sg","","HNE"
"madeira","varies",1822,5,"","sg","","HNE"
"madeira","varies",1826,4,"","sg","","HNE"
"madeira","varies",1827,4,"","sg","","HNE"
"madeira","varies",1830,5,"","sg","","HNE"
"madeira","varies",1832,3,"","sg","","HNE"
"madeira","varies",1834,4,"","sg","","HNE"
